# solver_fvmcc_F90::
# Nonequilibrium flo
# Primitive variable
#               "xc"                 "u"                 "v"                 "T"                "Te"                 "p"               "rho"                "h0"                "Mf"                 x_N                 x_O                x_NO                x_N2                x_O2               rho_N               rho_O              rho_NO              rho_N2              rho_O2
   0.1000397650E+001   -0.6202692907E+000    0.9579844280E+003    0.3747108134E+004    0.3587584698E+004    0.2255419567E+005    0.1623416623E-001    0.1074700766E+008    0.4317318837E-003    0.1480493265E+000    0.2931222094E+000    0.2212853748E-002    0.5559887615E+000    0.6268489089E-003    0.1501200614E-002    0.3395071243E-002    0.4806829679E-004    0.1127530519E-001    0.1452088335E-004
   0.1000403000E+001   -0.6343710256E+000    0.9666914107E+003    0.3765755405E+004    0.3607935905E+004    0.2255418677E+005    0.1613645431E-001    0.1081609139E+008    0.4401576119E-003    0.1497968981E+000    0.2930588365E+000    0.2130255219E-002    0.5544271049E+000    0.5869052703E-003    0.1511398769E-002    0.3377527816E-002    0.4604490775E-004    0.1118795455E-001    0.1352826551E-004
   0.1000408400E+001   -0.6487329726E+000    0.9754342280E+003    0.3784385445E+004    0.3628303853E+004    0.2255417992E+005    0.1603969604E-001    0.1088556504E+008    0.4487107122E-003    0.1515590692E+000    0.2929894506E+000    0.2050951571E-002    0.5528513601E+000    0.5491685557E-003    0.1521650054E-002    0.3360103921E-002    0.4411253210E-004    0.1110123342E-001    0.1259610825E-004
   0.1000413850E+001   -0.6633595738E+000    0.9842120134E+003    0.3802998309E+004    0.3648687049E+004    0.2255417065E+005    0.1594387477E-001    0.1095542244E+008    0.4573930561E-003    0.1533354058E+000    0.2929142696E+000    0.1974878136E-002    0.5512619152E+000    0.5135313089E-003    0.1531949172E-002    0.3342799343E-002    0.4226841245E-004    0.1101513679E-001    0.1172105493E-004
   0.1000419350E+001   -0.6782576762E+000    0.9930243830E+003    0.3821594146E+004    0.3669083158E+004    0.2255416345E+005    0.1584897823E-001    0.1102566182E+008    0.4662081049E-003    0.1551257805E+000    0.2928333960E+000    0.1902023123E-002    0.5496588753E+000    0.4799251691E-003    0.1542294534E-002    0.3325613798E-002    0.4051099010E-004    0.1092965820E-001    0.1090070863E-004
   0.1000424900E+001   -0.6934362324E+000    0.1001870479E+004    0.3840173029E+004    0.3689490986E+004    0.2255415346E+005    0.1575499006E-001    0.1109627940E+008    0.4751607562E-003    0.1569297637E+000    0.2927470458E+000    0.1832314784E-002    0.5480426286E+000    0.4482470713E-003    0.1552680999E-002    0.3308546998E-002    0.3883745193E-004    0.1084479268E-001    0.1013193146E-004
   0.1000430550E+001   -0.7090282654E+000    0.1010828856E+004    0.3858900017E+004    0.3710089651E+004    0.2255414362E+005    0.1566107460E-001    0.1116790581E+008    0.4843272414E-003    0.1587633618E+000    0.2926545138E+000    0.1765141119E-002    0.5463988185E+000    0.4181647905E-003    0.1563199046E-002    0.3291448705E-002    0.3723206741E-004    0.1075978869E-001    0.9406094170E-005
   0.1000436300E+001   -0.7250297385E+000    0.1019897651E+004    0.3877770429E+004    0.3730872844E+004    0.2255413418E+005    0.1556726367E-001    0.1124052943E+008    0.4937023980E-003    0.1606262095E+000    0.2925558475E+000    0.1700546946E-002    0.5447277473E+000    0.3896487533E-003    0.1573843902E-002    0.3274325854E-002    0.3569501724E-004    0.1067467689E-001    0.8722006398E-005
   0.1000442100E+001   -0.7413102582E+000    0.1028996914E+004    0.3896618140E+004    0.3751655599E+004    0.2255412704E+005    0.1547438097E-001    0.1131351628E+008    0.5032088359E-003    0.1625018507E+000    0.2924519947E+000    0.1639094812E-002    0.5430441651E+000    0.3628947426E-003    0.1584519781E-002    0.3257330389E-002    0.3423869118E-004    0.1059020827E-001    0.8083843466E-005
   0.1000447900E+001   -0.7577543359E+000    0.1038048131E+004    0.3915283346E+004    0.3772259496E+004    0.2255411883E+005    0.1538318828E-001    0.1138623561E+008    0.5127807757E-003    0.1643738064E+000    0.2923441003E+000    0.1581191472E-002    0.5413628847E+000    0.3380170302E-003    0.1595131381E-002    0.3240604644E-002    0.3287169020E-004    0.1050708680E-001    0.7493768860E-005
   0.1000453800E+001   -0.7746330600E+000    0.1047206488E+004    0.3934087967E+004    0.3793038549E+004    0.2255410619E+005    0.1529209823E-001    0.1145993443E+008    0.5225735009E-003    0.1662739253E+000    0.2922305189E+000    0.1525749129E-002    0.5396553140E+000    0.3144926096E-003    0.1605857052E-002    0.3223859989E-002    0.3156745643E-004    0.1042387482E-001    0.6938906619E-005
   0.1000459800E+001   -0.7919402868E+000    0.1056470607E+004    0.3953027987E+004    0.3813985642E+004    0.2255409887E+005    0.1520114229E-001    0.1153460901E+008    0.5325803369E-003    0.1682020954E+000    0.2921112325E+000    0.1472833368E-002    0.5379215276E+000    0.2923110734E-003    0.1616695287E-002    0.3207102917E-002    0.3032662705E-004    0.1034059886E-001    0.6418593961E-005
   0.1000465800E+001   -0.8094186252E+000    0.1065685315E+004    0.3971787994E+004    0.3834750508E+004    0.2255409036E+005    0.1511181857E-001    0.1160901096E+008    0.5426541145E-003    0.1701257660E+000    0.2919884441E+000    0.1423229498E-002    0.5361908096E+000    0.2717508102E-003    0.1627460777E-002    0.3190611824E-002    0.2916682116E-004    0.1025864021E-001    0.5938942896E-005
   0.1000471900E+001   -0.8273485550E+000    0.1075003340E+004    0.3990680761E+004    0.3855677758E+004    0.2255407728E+005    0.1502262350E-001    0.1168437313E+008    0.5529541121E-003    0.1720765801E+000    0.2918603171E+000    0.1376013714E-002    0.5344347073E+000    0.2523817652E-003    0.1638328637E-002    0.3174111480E-002    0.2806569131E-004    0.1017662816E-001    0.5489529143E-005
   0.1000478100E+001   -0.8457293434E+000    0.1084424729E+004    0.4009705005E+004    0.3876761806E+004    0.2255406944E+005    0.1493357658E-001    0.1176069558E+008    0.5634770617E-003    0.1740544159E+000    0.2917268508E+000    0.1331229291E-002    0.5326533173E+000    0.2341867995E-003    0.1649296420E-002    0.3157606034E-002    0.2702341683E-004    0.1009458111E-001    0.5069602948E-005
   0.1000484350E+001   -0.8644283667E+000    0.1093874829E+004    0.4028710048E+004    0.3897832727E+004    0.2255405891E+005    0.1484537294E-001    0.1183738240E+008    0.5741460820E-003    0.1760441340E+000    0.2915886333E+000    0.1289131906E-002    0.5308608712E+000    0.2172295895E-003    0.1660280384E-002    0.3141219885E-002    0.2604539578E-004    0.1001314694E-001    0.4680332690E-005
   0.1000490650E+001   -0.8834610873E+000    0.1103354622E+004    0.4047698648E+004    0.3918890118E+004    0.2255405031E+005    0.1475799251E-001    0.1191443785E+008    0.5849698096E-003    0.1780455896E+000    0.2914457921E+000    0.1249662327E-002    0.5290575067E+000    0.2014493389E-003    0.1671278294E-002    0.3124950997E-002    0.2512950626E-004    0.9932313734E-002    0.4319975307E-005
   0.1000497050E+001   -0.9029721089E+000    0.1112937959E+004    0.4066819580E+004    0.3940098119E+004    0.2255403693E+005    0.1467074451E-001    0.1199246361E+008    0.5960278143E-003    0.1800741769E+000    0.2912973585E+000    0.1212430649E-002    0.5272293793E+000    0.1866546757E-003    0.1682371874E-002    0.3108672538E-002    0.2426616758E-004    0.9851450043E-002    0.3983889641E-005
   0.1000503550E+001   -0.9229600895E+000    0.1122623538E+004    0.4086069489E+004    0.3961450087E+004    0.2255402885E+005    0.1458365517E-001    0.1207145706E+008    0.6073164527E-003    0.1821297578E+000    0.2911433534E+000    0.1177457210E-002    0.5253766079E+000    0.1728236641E-003    0.1693559554E-002    0.3092390371E-002    0.2345516118E-004    0.9770578782E-002    0.3671306444E-005
   0.1000510100E+001   -0.9432835046E+000    0.1132335539E+004    0.4105298483E+004    0.3982779046E+004    0.2255401801E+005    0.1449739502E-001    0.1215080090E+008    0.6187549219E-003    0.1841960370E+000    0.2909851269E+000    0.1144928069E-002    0.5235139092E+000    0.1599987504E-003    0.1704749791E-002    0.3076231568E-002    0.2270033633E-004    0.9690330385E-002    0.3382944085E-005
   0.1000516700E+001   -0.9639522841E+000    0.1142073621E+004    0.4124507049E+004    0.4004082904E+004    0.2255400940E+005    0.1441195272E-001    0.1223049839E+008    0.6303482377E-003    0.1862728722E+000    0.2908228056E+000    0.1114773370E-002    0.5216414246E+000    0.1481242864E-003    0.1715941578E-002    0.3060195806E-002    0.2199951961E-004    0.9610698530E-002    0.3117288682E-005
   0.1000523350E+001   -0.9849786388E+000    0.1151837099E+004    0.4143695283E+004    0.4025360341E+004    0.2255399769E+005    0.1432731351E-001    0.1231054227E+008    0.6421029080E-003    0.1883599030E+000    0.2906565658E+000    0.1086888727E-002    0.5197595089E+000    0.1371335269E-003    0.1727131314E-002    0.3044282194E-002    0.2134989336E-004    0.9531677489E-002    0.2872621529E-005
   0.1000530100E+001   -0.1006518121E+001    0.1161698355E+004    0.4163005844E+004    0.4046767832E+004    0.2255398600E+005    0.1424284636E-001    0.1239152898E+008    0.6541034577E-003    0.1904725645E+000    0.2904852617E+000    0.1061012854E-002    0.5178542607E+000    0.1269001942E-003    0.1738400726E-002    0.3028373502E-002    0.2074492344E-004    0.9452681284E-002    0.2645925534E-005
   0.1000536950E+001   -0.1028573611E+001    0.1171655765E+004    0.4182435240E+004    0.4068299885E+004    0.2255397432E+005    0.1415857066E-001    0.1247345295E+008    0.6663489396E-003    0.1926104837E+000    0.2903089827E+000    0.1037109593E-002    0.5159260358E+000    0.1173882638E-003    0.1749745793E-002    0.3012474500E-002    0.2018335751E-004    0.9373730788E-002    0.2436226039E-005
   0.1000543900E+001   -0.1051144087E+001    0.1181707708E+004    0.4201980011E+004    0.4089950628E+004    0.2255396294E+005    0.1407450521E-001    0.1255630639E+008    0.6788358815E-003    0.1947732855E+000    0.2901278207E+000    0.1015138746E-002    0.5139751933E+000    0.1085617977E-003    0.1761162583E-002    0.2996589857E-002    0.1966387883E-004    0.9294846331E-002    0.2242564544E-005
   0.1000550900E+001   -0.1074086318E+001    0.1191780940E+004    0.4221498096E+004    0.4111560857E+004    0.2255395367E+005    0.1399125752E-001    0.1263948692E+008    0.6914846382E-003    0.1969451598E+000    0.2899431851E+000    0.9951980944E-003    0.5120160141E+000    0.1004428178E-003    0.1772566665E-002    0.2980835712E-002    0.1918847793E-004    0.9216601409E-002    0.2065256600E-005
   0.1000557950E+001   -0.1097419979E+001    0.1201874808E+004    0.4240989450E+004    0.4133129998E+004    0.2255394092E+005    0.1390881294E-001    0.1272299039E+008    0.7043063456E-003    0.1991257703E+000    0.2897552340E+000    0.9771836377E-003    0.5100488353E+000    0.9297677407E-004    0.1783954998E-002    0.2965210879E-002    0.1875453660E-004    0.9138989572E-002    0.1902956079E-005
   0.1000565150E+001   -0.1121448364E+001    0.1212130816E+004    0.4260727028E+004    0.4154958109E+004    0.2255392662E+005    0.1382602081E-001    0.1280799681E+008    0.7174621855E-003    0.2013456674E+000    0.2895613929E+000    0.9607933752E-003    0.5080461214E+000    0.8602494558E-004    0.1795485575E-002    0.2949498353E-002    0.1835453375E-004    0.9060929833E-002    0.1752515643E-005
   0.1000572400E+001   -0.1145864849E+001    0.1222405294E+004    0.4280433781E+004    0.4176736000E+004    0.2255391962E+005    0.1374404975E-001    0.1289331871E+008    0.7307838408E-003    0.2035738588E+000    0.2893644078E+000    0.9462299717E-003    0.5060358441E+000    0.7965935534E-004    0.1806997010E-002    0.2933920933E-002    0.1799309407E-004    0.8983523353E-002    0.1615362801E-005
   0.1000579700E+001   -0.1170688915E+001    0.1232697256E+004    0.4300109069E+004    0.4198463775E+004    0.2255390380E+005    0.1366288191E-001    0.1297894593E+008    0.7442822791E-003    0.2058098210E+000    0.2891644615E+000    0.9333687671E-003    0.5040185235E+000    0.7382525263E-004    0.1818484179E-002    0.2918476618E-002    0.1766730968E-004    0.8906763598E-002    0.1490205764E-005
   0.1000587150E+001   -0.1196233875E+001    0.1243146381E+004    0.4320019402E+004    0.4220432657E+004    0.2255389172E+005    0.1358142608E-001    0.1306605478E+008    0.7581223475E-003    0.2080840087E+000    0.2889588693E+000    0.9220046557E-003    0.5019666976E+000    0.6841981168E-004    0.1830103616E-002    0.2902958798E-002    0.1737175968E-004    0.8829617175E-002    0.1374727793E-005
   0.1000594650E+001   -0.1222181369E+001    0.1253610915E+004    0.4339894223E+004    0.4242342856E+004    0.2255388182E+005    0.1350078933E-001    0.1315345819E+008    0.7721309126E-003    0.2103655365E+000    0.2887504811E+000    0.9122365505E-003    0.4999082595E+000    0.6348640406E-004    0.1841695928E-002    0.2887579310E-002    0.1710899621E-004    0.8753135338E-002    0.1269760841E-005
   0.1000602200E+001   -0.1248549095E+001    0.1264090209E+004    0.4359733213E+004    0.4264193670E+004    0.2255386855E+005    0.1342095761E-001    0.1324116164E+008    0.7863176206E-003    0.2126541015E+000    0.2885394285E+000    0.9039683740E-003    0.4978435169E+000    0.5898474454E-004    0.1853258811E-002    0.2872336698E-002    0.1687676769E-004    0.8677310975E-002    0.1174356290E-005
   0.1000609850E+001   -0.1275509712E+001    0.1274652671E+004    0.4379666030E+004    0.4286126423E+004    0.2255385525E+005    0.1334140501E-001    0.1332973392E+008    0.8007728368E-003    0.2149646248E+000    0.2883244041E+000    0.8970816710E-003    0.4957590336E+000    0.5485580629E-004    0.1864867459E-002    0.2857131611E-002    0.1667196087E-004    0.8601646803E-002    0.1087179968E-005
   0.1000617600E+001   -0.1303068629E+001    0.1285296721E+004    0.4399689197E+004    0.4308136203E+004    0.2255384184E+005    0.1326214561E-001    0.1341917317E+008    0.8154969400E-003    0.2172967479E+000    0.2881054925E+000    0.8915225233E-003    0.4936551625E+000    0.5107456851E-004    0.1876518882E-002    0.2841967580E-002    0.1649323159E-004    0.8526158283E-002    0.1007632771E-005
   0.1000625450E+001   -0.1331232959E+001    0.1296020824E+004    0.4419799279E+004    0.4330217830E+004    0.2255382831E+005    0.1318319284E-001    0.1350946814E+008    0.8304913555E-003    0.2196501142E+000    0.2878827771E+000    0.8872364004E-003    0.4915322553E+000    0.4761702132E-004    0.1888210187E-002    0.2826847992E-002    0.1633924480E-004    0.8450860268E-002    0.9351450784E-006
   0.1000633400E+001   -0.1360008804E+001    0.1306823446E+004    0.4439992833E+004    0.4352366549E+004    0.2255381472E+005    0.1310455968E-001    0.1360061200E+008    0.8457568559E-003    0.2220243694E+000    0.2876563400E+000    0.8841684040E-003    0.4893906620E+000    0.4446020067E-004    0.1899938591E-002    0.2811776123E-002    0.1620867952E-004    0.8375767106E-002    0.8691769539E-006
   0.1000641450E+001   -0.1389396482E+001    0.1317703026E+004    0.4460266352E+004    0.4374577248E+004    0.2255380138E+005    0.1302625891E-001    0.1369259900E+008    0.8612906163E-003    0.2244191618E+000    0.2874262619E+000    0.8822635234E-003    0.4872307306E+000    0.4158221390E-004    0.1911701465E-002    0.2796755194E-002    0.1610023394E-004    0.8300892794E-002    0.8092181411E-006
   0.1000649550E+001   -0.1419241960E+001    0.1328591089E+004    0.4480492168E+004    0.4396709397E+004    0.2255378998E+005    0.1294877699E-001    0.1378484944E+008    0.8770114830E-003    0.2268194074E+000    0.2871940510E+000    0.8814717144E-003    0.4850660916E+000    0.3897823855E-004    0.1923424752E-002    0.2781879396E-002    0.1601316192E-004    0.8226704563E-002    0.7551184181E-006
   0.1000657750E+001   -0.1449726357E+001    0.1339553583E+004    0.4500792785E+004    0.4418896645E+004    0.2255377299E+005    0.1287163356E-001    0.1387793188E+008    0.8930122809E-003    0.2292395212E+000    0.2869583740E+000    0.8817147840E-003    0.4828837820E+000    0.3660800129E-004    0.1935177734E-002    0.2767057207E-002    0.1594531907E-004    0.8152747295E-002    0.7060008906E-006
   0.1000666050E+001   -0.1480857666E+001    0.1350589298E+004    0.4521165181E+004    0.4441134381E+004    0.2255376148E+005    0.1279484357E-001    0.1397183262E+008    0.9092947295E-003    0.2316793476E+000    0.2867192813E+000    0.8829524072E-003    0.4806839625E+000    0.3445611094E-004    0.1946960363E-002    0.2752292313E-002    0.1589574213E-004    0.8079033644E-002    0.6615061872E-006
   0.1000674450E+001   -0.1512639780E+001    0.1361696435E+004    0.4541605348E+004    0.4463417761E+004    0.2255374428E+005    0.1271841440E-001    0.1406655369E+008    0.9258582326E-003    0.2341383640E+000    0.2864768672E+000    0.8851209154E-003    0.4784671450E+000    0.3250286517E-004    0.1958768081E-002    0.2737586604E-002    0.1586305271E-004    0.8005575465E-002    0.6211978589E-006
   0.1000682950E+001   -0.1545077085E+001    0.1372873755E+004    0.4562110180E+004    0.4485742209E+004    0.2255373287E+005    0.1264236050E-001    0.1416207564E+008    0.9427022865E-003    0.2366164194E+000    0.2862311798E+000    0.8881797809E-003    0.4762334866E+000    0.3073443788E-004    0.1970601097E-002    0.2722943639E-002    0.1584632102E-004    0.7932384687E-002    0.5847590900E-006
   0.1000691500E+001   -0.1578015127E+001    0.1384054350E+004    0.4582556714E+004    0.4507973814E+004    0.2255371735E+005    0.1256712465E-001    0.1425784621E+008    0.9597476989E-003    0.2390985656E+000    0.2859837502E+000    0.8920459938E-003    0.4739964953E+000    0.2914286054E-004    0.1982386973E-002    0.2708449178E-002    0.1584427738E-004    0.7859892219E-002    0.5520030884E-006
   0.1000700200E+001   -0.1611815910E+001    0.1395367393E+004    0.4603180382E+004    0.4530367849E+004    0.2255369963E+005    0.1249183833E-001    0.1435495976E+008    0.9771765244E-003    0.2416134951E+000    0.2857317499E+000    0.8967160152E-003    0.4717303434E+000    0.2769557121E-004    0.1994261779E-002    0.2693936462E-002    0.1585585369E-004    0.7787261993E-002    0.5222388421E-006
   0.1000709000E+001   -0.1646303002E+001    0.1406746101E+004    0.4623857925E+004    0.4552789927E+004    0.2255368742E+005    0.1241695652E-001    0.1445286409E+008    0.9948954487E-003    0.2441464782E+000    0.2854766740E+000    0.9021274983E-003    0.4694483300E+000    0.2639042007E-004    0.2006156085E-002    0.2679493779E-002    0.1588019759E-004    0.7714931058E-002    0.4954027620E-006
   0.1000717900E+001   -0.1681482832E+001    0.1418188714E+004    0.4644585279E+004    0.4575234866E+004    0.2255366934E+005    0.1234248444E-001    0.1455154496E+008    0.1012905345E-002    0.2466970131E+000    0.2852186027E+000    0.9082251847E-003    0.4671509455E+000    0.2521357421E-004    0.2018065874E-002    0.2665122431E-002    0.1591617527E-004    0.7642908759E-002    0.4711983128E-006
   0.1000726900E+001   -0.1717360098E+001    0.1429694017E+004    0.4665359257E+004    0.4597698430E+004    0.2255365721E+005    0.1226843460E-001    0.1465099635E+008    0.1031205812E-002    0.2492649611E+000    0.2849575772E+000    0.9149706907E-003    0.4648383360E+000    0.2415501207E-004    0.2029991863E-002    0.2650825512E-002    0.1596298004E-004    0.7571204840E-002    0.4494052965E-006
   0.1000735950E+001   -0.1753774315E+001    0.1441196980E+004    0.4686062042E+004    0.4620053972E+004    0.2255364084E+005    0.1219521247E-001    0.1475065727E+008    0.1049716195E-002    0.2518357083E+000    0.2846951179E+000    0.9222724436E-003    0.4625236932E+000    0.2320812338E-004    0.2041865424E-002    0.2636681637E-002    0.1601927156E-004    0.7500216260E-002    0.4298804503E-006
   0.1000745150E+001   -0.1791103117E+001    0.1452823149E+004    0.4706918643E+004    0.4642543921E+004    0.2255362220E+005    0.1212201838E-001    0.1485162674E+008    0.1068623014E-002    0.2544373380E+000    0.2844283798E+000    0.9301684373E-003    0.4601817609E+000    0.2235281756E-004    0.2053816470E-002    0.2622536769E-002    0.1608481659E-004    0.7429168118E-002    0.4122027905E-006
   0.1000754450E+001   -0.1829164458E+001    0.1464507607E+004    0.4727810932E+004    0.4665039806E+004    0.2255360910E+005    0.1204926969E-001    0.1495334634E+008    0.1087831923E-002    0.2570554459E+000    0.2841588539E+000    0.9385821977E-003    0.4578255317E+000    0.2158635898E-004    0.2065779375E-002    0.2608472063E-002    0.1615857900E-004    0.7358463366E-002    0.3963094134E-006
   0.1000763850E+001   -0.1867974036E+001    0.1476248636E+004    0.4748734836E+004    0.4687537609E+004    0.2255358955E+005    0.1197696939E-001    0.1505580156E+008    0.1107349195E-002    0.2596895513E+000    0.2838866075E+000    0.9474679308E-003    0.4554554738E+000    0.2089957230E-004    0.2077750561E-002    0.2594488240E-002    0.1623966914E-004    0.7288108909E-002    0.3820095287E-006
   0.1000773400E+001   -0.1907716153E+001    0.1488106836E+004    0.4769796704E+004    0.4710151644E+004    0.2255357397E+005    0.1190475326E-001    0.1515953169E+008    0.1127261496E-002    0.2623533921E+000    0.2836102320E+000    0.9568403525E-003    0.4530592530E+000    0.2028245988E-004    0.2089793464E-002    0.2580515354E-002    0.1632788341E-004    0.7217747469E-002    0.3690924601E-006
   0.1000783000E+001   -0.1948021607E+001    0.1499956679E+004    0.4790772421E+004    0.4732639602E+004    0.2255356022E+005    0.1183338217E-001    0.1526346058E+008    0.1147384939E-002    0.2650187892E+000    0.2833326690E+000    0.9665634352E-003    0.4506622439E+000    0.1973444541E-004    0.2101780759E-002    0.2566700933E-002    0.1642157597E-004    0.7148121352E-002    0.3575473286E-006
   0.1000792700E+001   -0.1989108587E+001    0.1511858762E+004    0.4811768768E+004    0.4755116306E+004    0.2255353992E+005    0.1176247824E-001    0.1536809058E+008    0.1167826858E-002    0.2676992894E+000    0.2830525279E+000    0.9766462964E-003    0.4482522911E+000    0.1924529023E-004    0.2113773095E-002    0.2552972018E-002    0.1652046169E-004    0.7078865506E-002    0.3471630357E-006
   0.1000802550E+001   -0.2031173195E+001    0.1523872648E+004    0.4832889077E+004    0.4777694691E+004    0.2255352322E+005    0.1169169458E-001    0.1547396297E+008    0.1188679313E-002    0.2704084425E+000    0.2827684010E+000    0.9871106913E-003    0.4458172383E+000    0.1880756921E-004    0.2125832264E-002    0.2539261878E-002    0.1662448990E-004    0.7009638162E-002    0.3377841608E-006
   0.1000812500E+001   -0.2074024113E+001    0.1535935376E+004    0.4854020934E+004    0.4800253689E+004    0.2255350611E+005    0.1162140293E-001    0.1558054953E+008    0.1209845530E-002    0.2731320724E+000    0.2824817794E+000    0.9978704489E-003    0.4433698592E+000    0.1841844744E-004    0.2137894650E-002    0.2525642693E-002    0.1673252519E-004    0.6940803703E-002    0.3293551696E-006
   0.1000822550E+001   -0.2117683482E+001    0.1548045529E+004    0.4875160686E+004    0.4822789349E+004    0.2255348832E+005    0.1155160782E-001    0.1568781946E+008    0.1231335229E-002    0.2758698919E+000    0.2821927048E+000    0.1008893038E-002    0.4409104372E+000    0.1807304984E-004    0.2149959470E-002    0.2512115596E-002    0.1684398393E-004    0.6872366992E-002    0.3217772082E-006
   0.1000832750E+001   -0.2162352120E+001    0.1560261278E+004    0.4896408194E+004    0.4845407940E+004    0.2255346802E+005    0.1148197500E-001    0.1579631640E+008    0.1253241824E-002    0.2786350882E+000    0.2818997862E+000    0.1020202330E-002    0.4384271578E+000    0.1776545807E-004    0.2162084690E-002    0.2498615972E-002    0.1695887083E-004    0.6804000544E-002    0.3149279244E-006
   0.1000843050E+001   -0.2207836987E+001    0.1572521081E+004    0.4917654534E+004    0.4867993870E+004    0.2255345347E+005    0.1141286072E-001    0.1590547954E+008    0.1275468900E-002    0.2814138607E+000    0.2816044916E+000    0.1031715235E-002    0.4359324387E+000    0.1749369096E-004    0.2174211055E-002    0.2485213261E-002    0.1707614305E-004    0.6736051488E-002    0.3087703076E-006
   0.1000853450E+001   -0.2254158571E+001    0.1584823330E+004    0.4938895814E+004    0.4890542988E+004    0.2255343202E+005    0.1134426387E-001    0.1601532212E+008    0.1298025221E-002    0.2842057590E+000    0.2813068721E+000    0.1043400619E-002    0.4334267145E+000    0.1725374916E-004    0.2186335607E-002    0.2471907214E-002    0.1719526087E-004    0.6668522568E-002    0.3032252053E-006
   0.1000864000E+001   -0.2301524763E+001    0.1597225390E+004    0.4960229254E+004    0.4913159046E+004    0.2255341426E+005    0.1127587029E-001    0.1612633835E+008    0.1321006600E-002    0.2870239484E+000    0.2810055278E+000    0.1055288453E-002    0.4308981937E+000    0.1704160180E-004    0.2198517169E-002    0.2458637265E-002    0.1731636129E-004    0.6601101284E-002    0.2982084912E-006
   0.1000874650E+001   -0.2349735596E+001    0.1609666551E+004    0.4981548645E+004    0.4935729456E+004    0.2255339604E+005    0.1120801331E-001    0.1623802127E+008    0.1344314268E-002    0.2898546627E+000    0.2807019297E+000    0.1067295308E-002    0.4283592569E+000    0.1685536915E-004    0.2210696080E-002    0.2445468189E-002    0.1743841768E-004    0.6534116934E-002    0.2936871087E-006
   0.1000885400E+001   -0.2398817329E+001    0.1622145577E+004    0.5002850765E+004    0.4958251740E+004    0.2255337700E+005    0.1114069432E-001    0.1635033229E+008    0.1367960016E-002    0.2926976286E+000    0.2803961122E+000    0.1079395372E-002    0.4258101714E+000    0.1669231616E-004    0.2222871793E-002    0.2432400412E-002    0.1756100991E-004    0.6467571493E-002    0.2896074156E-006
   0.1000896300E+001   -0.2448993396E+001    0.1634719411E+004    0.5024231864E+004    0.4980827875E+004    0.2255335495E+005    0.1107360162E-001    0.1646383928E+008    0.1392046470E-002    0.2955657419E+000    0.2800870633E+000    0.1091621690E-002    0.4232390238E+000    0.1654931459E-004    0.2235098957E-002    0.2419377183E-002    0.1768432724E-004    0.6401155252E-002    0.2859042016E-006
   0.1000907350E+001   -0.2500261550E+001    0.1647386546E+004    0.5045687567E+004    0.5003453916E+004    0.2255333655E+005    0.1100674915E-001    0.1657849574E+008    0.1416567015E-002    0.2984586702E+000    0.2797750366E+000    0.1103951267E-002    0.4206459174E+000    0.1642449631E-004    0.2247376446E-002    0.2406403528E-002    0.1780800433E-004    0.6334878635E-002    0.2825410470E-006
   0.1000918500E+001   -0.2552417749E+001    0.1660087814E+004    0.5067115836E+004    0.5026026568E+004    0.2255331767E+005    0.1094044678E-001    0.1669377286E+008    0.1441422551E-002    0.3013629210E+000    0.2794614931E+000    0.1116304516E-002    0.4180429649E+000    0.1631647954E-004    0.2259647007E-002    0.2393539663E-002    0.1793111068E-004    0.6269049499E-002    0.2794956865E-006
   0.1000929750E+001   -0.2605489712E+001    0.1672821916E+004    0.5088513239E+004    0.5048540715E+004    0.2255329793E+005    0.1087469537E-001    0.1680971871E+008    0.1466625498E-002    0.3042782262E+000    0.2791464684E+000    0.1128659215E-002    0.4154304228E+000    0.1622343212E-004    0.2271910421E-002    0.2380785862E-002    0.1805331189E-004    0.6203669047E-002    0.2767329858E-006
   0.1000941150E+001   -0.2659706078E+001    0.1685643503E+004    0.5109969872E+004    0.5071089626E+004    0.2255327505E+005    0.1080921057E-001    0.1692678467E+008    0.1492279725E-002    0.3072171255E+000    0.2788286105E+000    0.1141048056E-002    0.4127970725E+000    0.1614336062E-004    0.2284219726E-002    0.2368087037E-002    0.1817481994E-004    0.6138454779E-002    0.2742106195E-006
   0.1000952700E+001   -0.2715065062E+001    0.1698550336E+004    0.5131479514E+004    0.5093671062E+004    0.2255325577E+005    0.1074401008E-001    0.1704495871E+008    0.1518379290E-002    0.3101792349E+000    0.2785079629E+000    0.1153448583E-002    0.4101432786E+000    0.1607499447E-004    0.2296574539E-002    0.2355446863E-002    0.1829531074E-004    0.6073421459E-002    0.2719045797E-006
   0.1000964350E+001   -0.2771368371E+001    0.1711484741E+004    0.5152944269E+004    0.5116181795E+004    0.2255323548E+005    0.1067938136E-001    0.1716376469E+008    0.1544830336E-002    0.3131513347E+000    0.2781859593E+000    0.1165786136E-002    0.4074809026E+000    0.1601731785E-004    0.2308919840E-002    0.2342921103E-002    0.1841396020E-004    0.6008856653E-002    0.2698001877E-006
   0.1000976150E+001   -0.2828852895E+001    0.1724500311E+004    0.5174451394E+004    0.5138712600E+004    0.2255321197E+005    0.1061505340E-001    0.1728366184E+008    0.1571739698E-002    0.3161457659E+000    0.2778612635E+000    0.1178093291E-002    0.4047989083E+000    0.1596889723E-004    0.2321307312E-002    0.2330457275E-002    0.1853099240E-004    0.5944489959E-002    0.2678662888E-006
