# solver_fvmcc_F90::
# Nonequilibrium flo
# Primitive variable
#               "xc"                 "u"                 "v"                 "T"                "Te"                 "p"               "rho"                "h0"                "Mf"                 x_N                 x_O                x_NO                x_N2                x_O2               rho_N               rho_O              rho_NO              rho_N2              rho_O2
   0.1040926500E+001   -0.5251644763E+003    0.8841517621E+004    0.8724824471E+004    0.1360535147E+005    0.2190223411E+005    0.4718981412E-002    0.4044641415E+008    0.1908447667E+000    0.6892994767E+000    0.2271969819E+000    0.3329433933E-003    0.8316759087E-001    0.3007109953E-005    0.2915015355E-002    0.1097496958E-002    0.3016317299E-005    0.7034237297E-003    0.2905226995E-007
   0.1040931500E+001   -0.5255746670E+003    0.8842105461E+004    0.8731242622E+004    0.1360777614E+005    0.2190120787E+005    0.4716022148E-002    0.4044641163E+008    0.1909423249E+000    0.6890975348E+000    0.2272310643E+000    0.3340815188E-003    0.8333429727E-001    0.3022117060E-005    0.2911882770E-002    0.1096803335E-002    0.3024261683E-005    0.7042826075E-003    0.2917442718E-007
   0.1040936500E+001   -0.5259866131E+003    0.8842692851E+004    0.8737694887E+004    0.1361020525E+005    0.2190017706E+005    0.4713051378E-002    0.4044640908E+008    0.1910402222E+000    0.6888945996E+000    0.2272653120E+000    0.3352278634E-003    0.8350182326E-001    0.3037270268E-005    0.2908738708E-002    0.1096107005E-002    0.3032255305E-005    0.7051441126E-003    0.2929768019E-007
   0.1040941500E+001   -0.5264003283E+003    0.8843279788E+004    0.8744181540E+004    0.1361263883E+005    0.2189914163E+005    0.4710069034E-002    0.4044640652E+008    0.1911384612E+000    0.6886906630E+000    0.2272997265E+000    0.3363825115E-003    0.8367017544E-001    0.3052571514E-005    0.2905583104E-002    0.1095407951E-002    0.3040298607E-005    0.7060082592E-003    0.2942204250E-007
   0.1040946500E+001   -0.5268158267E+003    0.8843866270E+004    0.8750702863E+004    0.1361507690E+005    0.2189810155E+005    0.4707075047E-002    0.4044640393E+008    0.1912370445E+000    0.6884857171E+000    0.2273343089E+000    0.3375455491E-003    0.8383936046E-001    0.3068022773E-005    0.2902415888E-002    0.1094706157E-002    0.3048392040E-005    0.7068750617E-003    0.2954752792E-007
   0.1040951500E+001   -0.5272331223E+003    0.8844452297E+004    0.8757259137E+004    0.1361751945E+005    0.2189705678E+005    0.4704069346E-002    0.4044640132E+008    0.1913359748E+000    0.6882797536E+000    0.2273690606E+000    0.3387170638E-003    0.8400938503E-001    0.3083626063E-005    0.2899236994E-002    0.1094001607E-002    0.3056536064E-005    0.7077445345E-003    0.2967415054E-007
   0.1040956500E+001   -0.5276522294E+003    0.8845037865E+004    0.8763850648E+004    0.1361996651E+005    0.2189600729E+005    0.4701051862E-002    0.4044639870E+008    0.1914352547E+000    0.6880727644E+000    0.2274039831E+000    0.3398971447E-003    0.8418025597E-001    0.3099383443E-005    0.2896046352E-002    0.1093294284E-002    0.3064731150E-005    0.7086166924E-003    0.2980192480E-007
   0.1040961500E+001   -0.5280731625E+003    0.8845622974E+004    0.8770477685E+004    0.1362241808E+005    0.2189495304E+005    0.4698022523E-002    0.4044639605E+008    0.1915348870E+000    0.6878647410E+000    0.2274390776E+000    0.3410858834E-003    0.8435198015E-001    0.3115297020E-005    0.2892843893E-002    0.1092584172E-002    0.3072977785E-005    0.7094915500E-003    0.2993086543E-007
   0.1040966500E+001   -0.5284959362E+003    0.8846207622E+004    0.8777140540E+004    0.1362487419E+005    0.2189389399E+005    0.4694981260E-002    0.4044639338E+008    0.1916348745E+000    0.6876556751E+000    0.2274743456E+000    0.3422833734E-003    0.8452456453E-001    0.3131368947E-005    0.2889629548E-002    0.1091871252E-002    0.3081276467E-005    0.7103691222E-003    0.3006098752E-007
   0.1040971500E+001   -0.5289205651E+003    0.8846791806E+004    0.8783839509E+004    0.1362733484E+005    0.2189283009E+005    0.4691927999E-002    0.4044639068E+008    0.1917352197E+000    0.6874455582E+000    0.2275097884E+000    0.3434897113E-003    0.8469801612E-001    0.3147601424E-005    0.2886403245E-002    0.1091155510E-002    0.3089627716E-005    0.7112494239E-003    0.3019230653E-007
   0.1040976500E+001   -0.5293470642E+003    0.8847375526E+004    0.8790574891E+004    0.1362980005E+005    0.2189176132E+005    0.4688862668E-002    0.4044638797E+008    0.1918359257E+000    0.6872343815E+000    0.2275454074E+000    0.3447049967E-003    0.8487234205E-001    0.3163996705E-005    0.2883164915E-002    0.1090436926E-002    0.3098032076E-005    0.7121324701E-003    0.3032483826E-007
   0.1040981500E+001   -0.5297754486E+003    0.8847958778E+004    0.8797346987E+004    0.1363226984E+005    0.2189068763E+005    0.4685785193E-002    0.4044638523E+008    0.1919369952E+000    0.6870221364E+000    0.2275812042E+000    0.3459293332E-003    0.8504754950E-001    0.3180557089E-005    0.2879914484E-002    0.1089715484E-002    0.3106490119E-005    0.7130182761E-003    0.3045859889E-007
   0.1040986500E+001   -0.5302057335E+003    0.8848541562E+004    0.8804156104E+004    0.1363474420E+005    0.2188960898E+005    0.4682695502E-002    0.4044638247E+008    0.1920384310E+000    0.6868088141E+000    0.2276171800E+000    0.3471628295E-003    0.8522364574E-001    0.3197284927E-005    0.2876651882E-002    0.1088991166E-002    0.3115002458E-005    0.7139068570E-003    0.3059360493E-007
   0.1040991500E+001   -0.5306379342E+003    0.8849123876E+004    0.8811002551E+004    0.1363722316E+005    0.2188852533E+005    0.4679593519E-002    0.4044637969E+008    0.1921402362E+000    0.6865944057E+000    0.2276533364E+000    0.3484056000E-003    0.8540063812E-001    0.3214182611E-005    0.2873377036E-002    0.1088263955E-002    0.3123569750E-005    0.7147982283E-003    0.3072987319E-007
   0.1040996500E+001   -0.5310720674E+003    0.8849705718E+004    0.8817886638E+004    0.1363970674E+005    0.2188743664E+005    0.4676479167E-002    0.4044637688E+008    0.1922424139E+000    0.6863789021E+000    0.2276896748E+000    0.3496577672E-003    0.8557853407E-001    0.3231252570E-005    0.2870089870E-002    0.1087533832E-002    0.3132192717E-005    0.7156924053E-003    0.3086742069E-007
   0.1041001000E+001   -0.5314560913E+003    0.8850287109E+004    0.8824913793E+004    0.1364219503E+005    0.2188701521E+005    0.4673440306E-002    0.4044649025E+008    0.1923249837E+000    0.6861622856E+000    0.2277261982E+000    0.3509195130E-003    0.8575734818E-001    0.3248497940E-005    0.2866844198E-002    0.1086821229E-002    0.3140931687E-005    0.7166029413E-003    0.3100685428E-007
   0.1041005500E+001   -0.5318586157E+003    0.8850751848E+004    0.8830377868E+004    0.1364418941E+005    0.2188546375E+005    0.4670840129E-002    0.4044637180E+008    0.1924273170E+000    0.6859880920E+000    0.2277555685E+000    0.3519343153E-003    0.8590114283E-001    0.3262421022E-005    0.2864139864E-002    0.1086211805E-002    0.3147842432E-005    0.7173094996E-003    0.3111827517E-007
   0.1041010500E+001   -0.5322982373E+003    0.8851332334E+004    0.8837368769E+004    0.1364668586E+005    0.2188436069E+005    0.4667690858E-002    0.4044636892E+008    0.1925305535E+000    0.6857694811E+000    0.2277924236E+000    0.3532127750E-003    0.8608160252E-001    0.3279988079E-005    0.2860817934E-002    0.1085473463E-002    0.3156619201E-005    0.7182115828E-003    0.3125951216E-007
   0.1041015500E+001   -0.5327398546E+003    0.8851912364E+004    0.8844398819E+004    0.1364918708E+005    0.2188325248E+005    0.4664528818E-002    0.4044636602E+008    0.1926341724E+000    0.6855497313E+000    0.2278294681E+000    0.3545009844E-003    0.8626300194E-001    0.3297737467E-005    0.2857483278E-002    0.1084732115E-002    0.3165453247E-005    0.7191165697E-003    0.3140209883E-007
   0.1041020500E+001   -0.5331834804E+003    0.8852491913E+004    0.8851468064E+004    0.1365169296E+005    0.2188213902E+005    0.4661354041E-002    0.4044636310E+008    0.1927381781E+000    0.6853288414E+000    0.2278667020E+000    0.3557989729E-003    0.8644534194E-001    0.3315669925E-005    0.2854135942E-002    0.1083987768E-002    0.3174344527E-005    0.7200244395E-003    0.3154603643E-007
   0.1041025500E+001   -0.5336291316E+003    0.8853070980E+004    0.8858576835E+004    0.1365420353E+005    0.2188102028E+005    0.4658166448E-002    0.4044636016E+008    0.1928425735E+000    0.6851068020E+000    0.2279041269E+000    0.3571068462E-003    0.8662863044E-001    0.3333788098E-005    0.2850775850E-002    0.1083240405E-002    0.3183293580E-005    0.7209352086E-003    0.3169134334E-007
   0.1041030500E+001   -0.5340768247E+003    0.8853649561E+004    0.8865725470E+004    0.1365671880E+005    0.2187989621E+005    0.4654965962E-002    0.4044635719E+008    0.1929473618E+000    0.6848836031E+000    0.2279417446E+000    0.3584247124E-003    0.8681287550E-001    0.3352094711E-005    0.2847402924E-002    0.1082490005E-002    0.3192300961E-005    0.7218488935E-003    0.3183803851E-007
   0.1041035500E+001   -0.5345265767E+003    0.8854227655E+004    0.8872914312E+004    0.1365923879E+005    0.2187876676E+005    0.4651752501E-002    0.4044635419E+008    0.1930525462E+000    0.6846592351E+000    0.2279795564E+000    0.3597526813E-003    0.8699808522E-001    0.3370592569E-005    0.2844017086E-002    0.1081736551E-002    0.3201367233E-005    0.7227655106E-003    0.3198614153E-007
   0.1041040500E+001   -0.5349784048E+003    0.8854805261E+004    0.8880143704E+004    0.1366176349E+005    0.2187763190E+005    0.4648525984E-002    0.4044635117E+008    0.1931581300E+000    0.6844336878E+000    0.2280175642E+000    0.3610908657E-003    0.8718426785E-001    0.3389284569E-005    0.2840618256E-002    0.1080980023E-002    0.3210492978E-005    0.7236850766E-003    0.3213567272E-007
   0.1041045500E+001   -0.5354323263E+003    0.8855382376E+004    0.8887413997E+004    0.1366429294E+005    0.2187649157E+005    0.4645286331E-002    0.4044634813E+008    0.1932641163E+000    0.6842069513E+000    0.2280557695E+000    0.3624393809E-003    0.8737143168E-001    0.3408173707E-005    0.2837206356E-002    0.1080220401E-002    0.3219678795E-005    0.7246076085E-003    0.3228665318E-007
   0.1041050500E+001   -0.5358883588E+003    0.8855958998E+004    0.8894725543E+004    0.1366682713E+005    0.2187534574E+005    0.4642033459E-002    0.4044634506E+008    0.1933705084E+000    0.6839790152E+000    0.2280941740E+000    0.3637983456E-003    0.8755958515E-001    0.3427263094E-005    0.2833781305E-002    0.1079457667E-002    0.3228925304E-005    0.7255331230E-003    0.3243910493E-007
   0.1041055500E+001   -0.5363465199E+003    0.8856535126E+004    0.8902078701E+004    0.1366936609E+005    0.2187419434E+005    0.4638767286E-002    0.4044634196E+008    0.1934773097E+000    0.6837498694E+000    0.2281327794E+000    0.3651678823E-003    0.8774873677E-001    0.3446555964E-005    0.2830343022E-002    0.1078691800E-002    0.3238233153E-005    0.7264616372E-003    0.3259305100E-007
   0.1041060500E+001   -0.5368068277E+003    0.8857110757E+004    0.8909473832E+004    0.1367190982E+005    0.2187303735E+005    0.4635487727E-002    0.4044633883E+008    0.1935845235E+000    0.6835195033E+000    0.2281715874E+000    0.3665481184E-003    0.8793889514E-001    0.3466055693E-005    0.2826891425E-002    0.1077922781E-002    0.3247603025E-005    0.7273931685E-003    0.3274851558E-007
   0.1041065500E+001   -0.5372693002E+003    0.8857685890E+004    0.8916911303E+004    0.1367445834E+005    0.2187187470E+005    0.4632194698E-002    0.4044633568E+008    0.1936921533E+000    0.6832879064E+000    0.2282105997E+000    0.3679391867E-003    0.8813006898E-001    0.3485765811E-005    0.2823426433E-002    0.1077150590E-002    0.3257035645E-005    0.7283277340E-003    0.3290552415E-007
   0.1041070500E+001   -0.5377339558E+003    0.8858260521E+004    0.8924391483E+004    0.1367701167E+005    0.2187070636E+005    0.4628888115E-002    0.4044633250E+008    0.1938002024E+000    0.6830550679E+000    0.2282498181E+000    0.3693412274E-003    0.8832226710E-001    0.3505690023E-005    0.2819947961E-002    0.1076375207E-002    0.3266531793E-005    0.7292653513E-003    0.3306410365E-007
   0.1041075500E+001   -0.5382008131E+003    0.8858834651E+004    0.8931914749E+004    0.1367956980E+005    0.2186953226E+005    0.4625567891E-002    0.4044632929E+008    0.1939086743E+000    0.6828209771E+000    0.2282892442E+000    0.3707543893E-003    0.8851549844E-001    0.3525832224E-005    0.2816455926E-002    0.1075596610E-002    0.3276092319E-005    0.7302060380E-003    0.3322428262E-007
   0.1041080500E+001   -0.5386698909E+003    0.8859408276E+004    0.8939481480E+004    0.1368213277E+005    0.2186835237E+005    0.4622233939E-002    0.4044632606E+008    0.1940175726E+000    0.6825856230E+000    0.2283288800E+000    0.3721788329E-003    0.8870977202E-001    0.3546196522E-005    0.2812950244E-002    0.1074814779E-002    0.3285718166E-005    0.7311498117E-003    0.3338609141E-007
   0.1041085500E+001   -0.5391412082E+003    0.8859981394E+004    0.8947092061E+004    0.1368470057E+005    0.2186716663E+005    0.4618886172E-002    0.4044632280E+008    0.1941269008E+000    0.6823489945E+000    0.2283687270E+000    0.3736147332E-003    0.8890509696E-001    0.3566787251E-005    0.2809430829E-002    0.1074029693E-002    0.3295410394E-005    0.7320966903E-003    0.3354956229E-007
   0.1041090500E+001   -0.5396147843E+003    0.8860554003E+004    0.8954746881E+004    0.1368727322E+005    0.2186597499E+005    0.4615524502E-002    0.4044631950E+008    0.1942366625E+000    0.6821110804E+000    0.2284087872E+000    0.3750622840E-003    0.8910148251E-001    0.3587608991E-005    0.2805897594E-002    0.1073241332E-002    0.3305170225E-005    0.7330466916E-003    0.3371472961E-007
   0.1041095500E+001   -0.5400906388E+003    0.8861126102E+004    0.8962446334E+004    0.1368985073E+005    0.2186477741E+005    0.4612148839E-002    0.4044631618E+008    0.1943468614E+000    0.6818718694E+000    0.2284490622E+000    0.3765217038E-003    0.8929893802E-001    0.3608666570E-005    0.2802350452E-002    0.1072449672E-002    0.3314999081E-005    0.7339998336E-003    0.3388162981E-007
   0.1041100500E+001   -0.5405687915E+003    0.8861697687E+004    0.8970190824E+004    0.1369243312E+005    0.2186357382E+005    0.4608759091E-002    0.4044631283E+008    0.1944575011E+000    0.6816313498E+000    0.2284895541E+000    0.3779931802E-003    0.8949747302E-001    0.3629962211E-005    0.2798789314E-002    0.1071654693E-002    0.3324898105E-005    0.7349561350E-003    0.3405027468E-007
   0.1041105500E+001   -0.5410492624E+003    0.8862268758E+004    0.8977980756E+004    0.1369502040E+005    0.2186236417E+005    0.4605355166E-002    0.4044630945E+008    0.1945685856E+000    0.6813895100E+000    0.2285302644E+000    0.3794769619E-003    0.8969709713E-001    0.3651499576E-005    0.2795214091E-002    0.1070856372E-002    0.3334868964E-005    0.7359156139E-003    0.3422068930E-007
   0.1041110500E+001   -0.5415320719E+003    0.8862839312E+004    0.8985816541E+004    0.1369761258E+005    0.2186114842E+005    0.4601936973E-002    0.4044630604E+008    0.1946801184E+000    0.6811463382E+000    0.2285711951E+000    0.3809733621E-003    0.8989782002E-001    0.3673283230E-005    0.2791624691E-002    0.1070054686E-002    0.3344913880E-005    0.7368782888E-003    0.3439290703E-007
   0.1041115500E+001   -0.5420172418E+003    0.8863409346E+004    0.8993698595E+004    0.1370020967E+005    0.2185992649E+005    0.4598504414E-002    0.4044630259E+008    0.1947921041E+000    0.6809018225E+000    0.2286123479E+000    0.3824827563E-003    0.9009965149E-001    0.3695317684E-005    0.2788021023E-002    0.1069249611E-002    0.3355035605E-005    0.7378441773E-003    0.3456696047E-007
   0.1041120000E+001   -0.5424464611E+003    0.8863978884E+004    0.9001746305E+004    0.1370281180E+005    0.2185944451E+005    0.4595153565E-002    0.4044642986E+008    0.1948823029E+000    0.6806559402E+000    0.2286537263E+000    0.3840056688E-003    0.9030261026E-001    0.3717608200E-005    0.2784461202E-002    0.1068463485E-002    0.3365308581E-005    0.7388288263E-003    0.3474361583E-007
   0.1041124500E+001   -0.5428967941E+003    0.8864434102E+004    0.9008009173E+004    0.1370489749E+005    0.2185771081E+005    0.4592287181E-002    0.4044629635E+008    0.1949948745E+000    0.6804581286E+000    0.2286870136E+000    0.3852324026E-003    0.9046588977E-001    0.3735628771E-005    0.2781496014E-002    0.1067791374E-002    0.3373444505E-005    0.7395914641E-003    0.3488499074E-007
   0.1041129500E+001   -0.5433886773E+003    0.8865002646E+004    0.9016022718E+004    0.1370750829E+005    0.2185647128E+005    0.4588814029E-002    0.4044629280E+008    0.1951081487E+000    0.6802097951E+000    0.2287287961E+000    0.3867800975E-003    0.9067087029E-001    0.3758388725E-005    0.2777852044E-002    0.1066976717E-002    0.3383795221E-005    0.7405664082E-003    0.3506434981E-007
   0.1041134500E+001   -0.5438829999E+003    0.8865570688E+004    0.9024084556E+004    0.1371002330E+005    0.2185522550E+005    0.4585326016E-002    0.4044628925E+008    0.1952218870E+000    0.6799600603E+000    0.2287708088E+000    0.3883430247E-003    0.9087700646E-001    0.3781415570E-005    0.2774193304E-002    0.1066158546E-002    0.3394240020E-005    0.7415446804E-003    0.3524565521E-007
   0.1041139500E+001   -0.5443797737E+003    0.8866138200E+004    0.9032194583E+004    0.1371250647E+005    0.2185397334E+005    0.4581823249E-002    0.4044628567E+008    0.1953360943E+000    0.6797089265E+000    0.2288130527E+000    0.3899194587E-003    0.9108429662E-001    0.3804703937E-005    0.2770519918E-002    0.1065336895E-002    0.3404763399E-005    0.7425262437E-003    0.3542884840E-007
   0.1041144500E+001   -0.5448790190E+003    0.8866705180E+004    0.9040353168E+004    0.1371499427E+005    0.2185271471E+005    0.4578305656E-002    0.4044628206E+008    0.1954507745E+000    0.6794563826E+000    0.2288555303E+000    0.3915088237E-003    0.9129275006E-001    0.3828255002E-005    0.2766831819E-002    0.1064511751E-002    0.3415359771E-005    0.7435111131E-003    0.3561393013E-007
   0.1041149500E+001   -0.5453807577E+003    0.8867271626E+004    0.9048560757E+004    0.1371748671E+005    0.2185144958E+005    0.4574773140E-002    0.4044627842E+008    0.1955659319E+000    0.6792024158E+000    0.2288982435E+000    0.3931112729E-003    0.9150237737E-001    0.3852072990E-005    0.2763128912E-002    0.1063683089E-002    0.3426029896E-005    0.7444993084E-003    0.3580092912E-007
   0.1041154500E+001   -0.5458850119E+003    0.8867837537E+004    0.9056817799E+004    0.1371998380E+005    0.2185017787E+005    0.4571225603E-002    0.4044627474E+008    0.1956815705E+000    0.6789470131E+000    0.2289411945E+000    0.3947269636E-003    0.9171318927E-001    0.3876162271E-005    0.2759411103E-002    0.1062850886E-002    0.3436774557E-005    0.7454908494E-003    0.3598987516E-007
   0.1041159500E+001   -0.5463918040E+003    0.8868402908E+004    0.9065124750E+004    0.1372248555E+005    0.2184889953E+005    0.4567662947E-002    0.4044627103E+008    0.1957976945E+000    0.6786901613E+000    0.2289843855E+000    0.3963560575E-003    0.9192519663E-001    0.3900527363E-005    0.2755678295E-002    0.1062015121E-002    0.3447594565E-005    0.7464857562E-003    0.3618079922E-007
   0.1041164500E+001   -0.5469011567E+003    0.8868967740E+004    0.9073482072E+004    0.1372499197E+005    0.2184761450E+005    0.4564085074E-002    0.4044626728E+008    0.1959143081E+000    0.6784318471E+000    0.2290278186E+000    0.3979987216E-003    0.9213841044E-001    0.3925172956E-005    0.2751930392E-002    0.1061175768E-002    0.3458490767E-005    0.7474840489E-003    0.3637373355E-007
   0.1041169500E+001   -0.5474130930E+003    0.8869532028E+004    0.9081890232E+004    0.1372750306E+005    0.2184632272E+005    0.4560491881E-002    0.4044626350E+008    0.1960314156E+000    0.6781720569E+000    0.2290714960E+000    0.3996551290E-003    0.9235284183E-001    0.3950103926E-005    0.2748167297E-002    0.1060332804E-002    0.3469464053E-005    0.7484857481E-003    0.3656871188E-007
   0.1041174500E+001   -0.5479276361E+003    0.8870095771E+004    0.9090349703E+004    0.1373001885E+005    0.2184502412E+005    0.4556883269E-002    0.4044625969E+008    0.1961490213E+000    0.6779107771E+000    0.2291154200E+000    0.4013254422E-003    0.9256850209E-001    0.3975324484E-005    0.2744388910E-002    0.1059486204E-002    0.3480515208E-005    0.7494908743E-003    0.3676576153E-007
   0.1041179500E+001   -0.5484448096E+003    0.8870658966E+004    0.9098860966E+004    0.1373253933E+005    0.2184371865E+005    0.4553259135E-002    0.4044625584E+008    0.1962671296E+000    0.6776479937E+000    0.2291595929E+000    0.4030097680E-003    0.9278540273E-001    0.4000836084E-005    0.2740595130E-002    0.1058635946E-002    0.3491644524E-005    0.7504994488E-003    0.3696488406E-007
   0.1041184500E+001   -0.5489646373E+003    0.8871221612E+004    0.9107424507E+004    0.1373506451E+005    0.2184240625E+005    0.4549619374E-002    0.4044625195E+008    0.1963857450E+000    0.6773836928E+000    0.2292040170E+000    0.4047082734E-003    0.9300355532E-001    0.4026643288E-005    0.2736785859E-002    0.1057782004E-002    0.3502852805E-005    0.7515114926E-003    0.3716610957E-007
   0.1041189500E+001   -0.5494871432E+003    0.8871783706E+004    0.9116040816E+004    0.1373759442E+005    0.2184108684E+005    0.4545963885E-002    0.4044624803E+008    0.1965048718E+000    0.6771178600E+000    0.2292486945E+000    0.4064211287E-003    0.9322297155E-001    0.4052750765E-005    0.2732960994E-002    0.1056924353E-002    0.3514140873E-005    0.7525270269E-003    0.3736946890E-007
   0.1041194500E+001   -0.5500123516E+003    0.8872345245E+004    0.9124710390E+004    0.1374012904E+005    0.2183976037E+005    0.4542292561E-002    0.4044624407E+008    0.1966245146E+000    0.6768504811E+000    0.2292936279E+000    0.4081485078E-003    0.9344366329E-001    0.4079163295E-005    0.2729120434E-002    0.1056062970E-002    0.3525509569E-005    0.7535460728E-003    0.3757499360E-007
   0.1041199500E+001   -0.5505402873E+003    0.8872906227E+004    0.9133433733E+004    0.1374266840E+005    0.2183842678E+005    0.4538605298E-002    0.4044624008E+008    0.1967446780E+000    0.6765815414E+000    0.2293388196E+000    0.4098905886E-003    0.9366564254E-001    0.4105885771E-005    0.2725264076E-002    0.1055197828E-002    0.3536959756E-005    0.7545686519E-003    0.3778271603E-007
   0.1041204500E+001   -0.5510709751E+003    0.8873466651E+004    0.9142211354E+004    0.1374521249E+005    0.2183708599E+005    0.4534901990E-002    0.4044623604E+008    0.1968653666E+000    0.6763110263E+000    0.2293842718E+000    0.4116475535E-003    0.9388892147E-001    0.4132923212E-005    0.2721391816E-002    0.1054328902E-002    0.3548492327E-005    0.7555947858E-003    0.3799266933E-007
   0.1041209500E+001   -0.5516044404E+003    0.8874026512E+004    0.9151043770E+004    0.1374776134E+005    0.2183573793E+005    0.4531182527E-002    0.4044623197E+008    0.1969865852E+000    0.6760389207E+000    0.2294299870E+000    0.4134195902E-003    0.9411351238E-001    0.4160280758E-005    0.2717503550E-002    0.1053456168E-002    0.3560108204E-005    0.7566244963E-003    0.3820488752E-007
   0.1041214500E+001   -0.5521407086E+003    0.8874585810E+004    0.9159931504E+004    0.1375031494E+005    0.2183438255E+005    0.4527446802E-002    0.4044622786E+008    0.1971083384E+000    0.6757652096E+000    0.2294759678E+000    0.4152068926E-003    0.9433942775E-001    0.4187963680E-005    0.2713599171E-002    0.1052579598E-002    0.3571808351E-005    0.7576578055E-003    0.3841940549E-007
   0.1041219500E+001   -0.5526798058E+003    0.8875144542E+004    0.9168875086E+004    0.1375287331E+005    0.2183301978E+005    0.4523694706E-002    0.4044622371E+008    0.1972306310E+000    0.6754898776E+000    0.2295222165E+000    0.4170096617E-003    0.9456668022E-001    0.4215977383E-005    0.2709678572E-002    0.1051699168E-002    0.3583593781E-005    0.7586947356E-003    0.3863625902E-007
   0.1041224500E+001   -0.5532217581E+003    0.8875702704E+004    0.9177875053E+004    0.1375543645E+005    0.2183164954E+005    0.4519926127E-002    0.4044621953E+008    0.1973534680E+000    0.6752129093E+000    0.2295687357E+000    0.4188281079E-003    0.9479528259E-001    0.4244327399E-005    0.2705741647E-002    0.1050814850E-002    0.3595465574E-005    0.7597353088E-003    0.3885548477E-007
   0.1041229500E+001   -0.5537665921E+003    0.8876260295E+004    0.9186931948E+004    0.1375800437E+005    0.2183027176E+005    0.4516140954E-002    0.4044621530E+008    0.1974768542E+000    0.6749342887E+000    0.2296155280E+000    0.4206624524E-003    0.9502524781E-001    0.4273019391E-005    0.2701788287E-002    0.1049926618E-002    0.3607424887E-005    0.7607795478E-003    0.3907712021E-007
   0.1041234500E+001   -0.5543143363E+003    0.8876817313E+004    0.9196046320E+004    0.1376057708E+005    0.2182888636E+005    0.4512339072E-002    0.4044621102E+008    0.1976007953E+000    0.6746540002E+000    0.2296625958E+000    0.4225129309E-003    0.9525658903E-001    0.4302059134E-005    0.2697818379E-002    0.1049034444E-002    0.3619472986E-005    0.7618274747E-003    0.3930120351E-007
   0.1041239000E+001   -0.5547989714E+003    0.8877373781E+004    0.9205354952E+004    0.1376315471E+005    0.2182832902E+005    0.4508626321E-002    0.4044635544E+008    0.1977002991E+000    0.6743720139E+000    0.2297099441E+000    0.4243798861E-003    0.9548933068E-001    0.4331453903E-005    0.2693895040E-002    0.1048162933E-002    0.3631697349E-005    0.7628971220E-003    0.3952871472E-007
   0.1041243500E+001   -0.5553079829E+003    0.8877818498E+004    0.9212604946E+004    0.1376522068E+005    0.2182637263E+005    0.4505450686E-002    0.4044620328E+008    0.1978253560E+000    0.6741450514E+000    0.2297480525E+000    0.4258833254E-003    0.9567665752E-001    0.4355232042E-005    0.2690627940E-002    0.1047417932E-002    0.3641368732E-005    0.7637237339E-003    0.3971087536E-007
   0.1041248500E+001   -0.5558640109E+003    0.8878373869E+004    0.9221882815E+004    0.1376780670E+005    0.2182496550E+005    0.4501601580E-002    0.4044619887E+008    0.1979508772E+000    0.6738600182E+000    0.2297959047E+000    0.4277791231E-003    0.9591191279E-001    0.4385274736E-005    0.2686611290E-002    0.1046514621E-002    0.3653662750E-005    0.7647820640E-003    0.3994200099E-007
   0.1041253500E+001   -0.5564230580E+003    0.8878928683E+004    0.9231220782E+004    0.1377039767E+005    0.2182355055E+005    0.4497735165E-002    0.4044619444E+008    0.1980769704E+000    0.6735732407E+000    0.2298440450E+000    0.4296917375E-003    0.9614860679E-001    0.4415686230E-005    0.2682577490E-002    0.1045607227E-002    0.3666048267E-005    0.7658442249E-003    0.4017570636E-007
   0.1041258500E+001   -0.5569851474E+003    0.8879482912E+004    0.9240618973E+004    0.1377299345E+005    0.2182212765E+005    0.4493851488E-002    0.4044618997E+008    0.1982036426E+000    0.6732847157E+000    0.2298924741E+000    0.4316212868E-003    0.9638674243E-001    0.4446471244E-005    0.2678526603E-002    0.1044695760E-002    0.3678525653E-005    0.7669101875E-003    0.4041202021E-007
   0.1041263500E+001   -0.5575503080E+003    0.8880036552E+004    0.9250077982E+004    0.1377559405E+005    0.2182069672E+005    0.4489950431E-002    0.4044618546E+008    0.1983308991E+000    0.6729944258E+000    0.2299411947E+000    0.4335679829E-003    0.9662633388E-001    0.4477636058E-005    0.2674458515E-002    0.1043780193E-002    0.3691095892E-005    0.7679799759E-003    0.4065098327E-007
   0.1041268500E+001   -0.5581185690E+003    0.8880589602E+004    0.9259598411E+004    0.1377819949E+005    0.2181925767E+005    0.4486031874E-002    0.4044618090E+008    0.1984587453E+000    0.6727023537E+000    0.2299902096E+000    0.4355320418E-003    0.9686739551E-001    0.4509187124E-005    0.2670373110E-002    0.1042860498E-002    0.3703759987E-005    0.7690536141E-003    0.4089263744E-007
   0.1041273500E+001   -0.5586899600E+003    0.8881142058E+004    0.9269180869E+004    0.1378080977E+005    0.2181781044E+005    0.4482095696E-002    0.4044617630E+008    0.1985871868E+000    0.6724084816E+000    0.2300395217E+000    0.4375136835E-003    0.9710994186E-001    0.4541131072E-005    0.2666270269E-002    0.1041936645E-002    0.3716518961E-005    0.7701311267E-003    0.4113702582E-007
   0.1041278500E+001   -0.5592645111E+003    0.8881693917E+004    0.9278825972E+004    0.1378342488E+005    0.2181635494E+005    0.4478141776E-002    0.4044617165E+008    0.1987162290E+000    0.6721127918E+000    0.2300891339E+000    0.4395131329E-003    0.9735398769E-001    0.4573474730E-005    0.2662149874E-002    0.1041008605E-002    0.3729373862E-005    0.7712125383E-003    0.4138419288E-007
